STD,Year,State,County,State FIPS,County FIPS,Rate,Rate Category
Primary and secondary syphilis,2021,Florida,Bradford County,12,7,14.0,6.6–15.4
Primary and secondary syphilis,2021,Florida,Brevard County,12,9,28.9,"15.5–1,130.7"
Primary and secondary syphilis,2021,Florida,Broward County,12,11,28.9,"15.5–1,130.7"
Primary and secondary syphilis,2021,Florida,Calhoun County,12,13,7.3,6.6–15.4
Primary and secondary syphilis,2021,Florida,Charlotte County,12,15,5.1,0.1–6.5
Primary and secondary syphilis,2021,Florida,Citrus County,12,17,3.8,0.1–6.5
Primary and secondary syphilis,2021,Florida,Clay County,12,19,8.5,6.6–15.4
Primary and secondary syphilis,2021,Florida,Collier County,12,21,9.8,6.6–15.4
Primary and secondary syphilis,2021,Florida,Columbia County,12,23,9.9,6.6–15.4
Primary and secondary syphilis,2021,Florida,DeSoto County,12,27,5.8,0.1–6.5
Primary and secondary syphilis,2021,Florida,Dixie County,12,29,17.5,"15.5–1,130.7"
Primary and secondary syphilis,2021,Florida,Duval County,12,31,33.0,"15.5–1,130.7"
Primary and secondary syphilis,2021,Florida,Escambia County,12,33,26.7,"15.5–1,130.7"
Primary and secondary syphilis,2021,Florida,Flagler County,12,35,9.1,6.6–15.4
Primary and secondary syphilis,2021,Florida,Franklin County,12,37,55.7,"15.5–1,130.7"
Primary and secondary syphilis,2021,Florida,Gadsden County,12,39,22.9,"15.5–1,130.7"
Primary and secondary syphilis,2021,Florida,Gilchrist County,12,41,0.0,0.0
Primary and secondary syphilis,2021,Florida,Glades County,12,43,0.0,0.0
Primary and secondary syphilis,2021,Florida,Gulf County,12,45,7.0,6.6–15.4
Primary and secondary syphilis,2021,Florida,Hamilton County,12,47,21.4,"15.5–1,130.7"
Primary and secondary syphilis,2021,Florida,Hardee County,12,49,27.5,"15.5–1,130.7"
Primary and secondary syphilis,2021,Florida,Hendry County,12,51,9.9,6.6–15.4
Primary and secondary syphilis,2021,Florida,Hernando County,12,53,7.5,6.6–15.4
Primary and secondary syphilis,2021,Florida,Highlands County,12,55,8.7,6.6–15.4
Primary and secondary syphilis,2021,Florida,Hillsborough County,12,57,31.3,"15.5–1,130.7"
Primary and secondary syphilis,2021,Florida,Holmes County,12,59,5.1,0.1–6.5
Primary and secondary syphilis,2021,Florida,Indian River County,12,61,14.1,6.6–15.4
Primary and secondary syphilis,2021,Florida,Jackson County,12,63,18.9,"15.5–1,130.7"
Primary and secondary syphilis,2021,Florida,Jefferson County,12,65,34.4,"15.5–1,130.7"
Primary and secondary syphilis,2021,Florida,Lafayette County,12,67,0.0,0.0
Primary and secondary syphilis,2021,Florida,Lake County,12,69,8.3,6.6–15.4
Primary and secondary syphilis,2021,Florida,Lee County,12,71,17.1,"15.5–1,130.7"
Primary and secondary syphilis,2021,Florida,Leon County,12,73,43.4,"15.5–1,130.7"
Primary and secondary syphilis,2021,Florida,Levy County,12,75,6.8,6.6–15.4
Primary and secondary syphilis,2021,Florida,Liberty County,12,77,0.0,0.0
Primary and secondary syphilis,2021,Florida,Madison County,12,79,10.9,6.6–15.4
Primary and secondary syphilis,2021,Florida,Manatee County,12,81,13.3,6.6–15.4
Primary and secondary syphilis,2021,Florida,Marion County,12,83,7.8,6.6–15.4
Primary and secondary syphilis,2021,Florida,Martin County,12,85,8.8,6.6–15.4
Primary and secondary syphilis,2021,Florida,Miami-Dade County,12,86,26.9,"15.5–1,130.7"
Primary and secondary syphilis,2021,Florida,Monroe County,12,87,20.7,"15.5–1,130.7"
Primary and secondary syphilis,2021,Florida,Nassau County,12,89,6.4,0.1–6.5
Primary and secondary syphilis,2021,Florida,Okaloosa County,12,91,20.2,"15.5–1,130.7"
Primary and secondary syphilis,2021,Florida,Okeechobee County,12,93,7.5,6.6–15.4
Primary and secondary syphilis,2021,Florida,Orange County,12,95,29.3,"15.5–1,130.7"
Primary and secondary syphilis,2021,Florida,Osceola County,12,97,12.4,6.6–15.4
Primary and secondary syphilis,2021,Florida,Palm Beach County,12,99,10.2,6.6–15.4
Primary and secondary syphilis,2021,Florida,Pasco County,12,101,6.3,0.1–6.5
Primary and secondary syphilis,2021,Florida,Pinellas County,12,103,29.0,"15.5–1,130.7"
Primary and secondary syphilis,2021,Florida,Polk County,12,105,16.6,"15.5–1,130.7"
Primary and secondary syphilis,2021,Florida,Putnam County,12,107,5.4,0.1–6.5
Primary and secondary syphilis,2021,Florida,St. Johns County,12,109,5.5,0.1–6.5
Primary and secondary syphilis,2021,Florida,St. Lucie County,12,111,12.8,6.6–15.4
Primary and secondary syphilis,2021,Florida,Santa Rosa County,12,113,5.7,0.1–6.5
Primary and secondary syphilis,2021,Florida,Sarasota County,12,115,8.1,6.6–15.4
Primary and secondary syphilis,2021,Florida,Seminole County,12,117,18.3,"15.5–1,130.7"
Primary and secondary syphilis,2021,Florida,Sumter County,12,119,5.2,0.1–6.5
Primary and secondary syphilis,2021,Florida,Suwannee County,12,121,4.5,0.1–6.5
Primary and secondary syphilis,2021,Florida,Taylor County,12,123,0.0,0.0
Primary and secondary syphilis,2021,Florida,Union County,12,125,6.1,0.1–6.5
Primary and secondary syphilis,2021,Florida,Volusia County,12,127,21.4,"15.5–1,130.7"
Primary and secondary syphilis,2021,Florida,Wakulla County,12,129,8.6,6.6–15.4
Primary and secondary syphilis,2021,Florida,Walton County,12,131,5.0,0.1–6.5
Primary and secondary syphilis,2021,Florida,Washington County,12,133,11.8,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Appling County,13,1,16.2,"15.5–1,130.7"
Primary and secondary syphilis,2021,Georgia,Atkinson County,13,3,11.9,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Bacon County,13,5,0.0,0.0
Primary and secondary syphilis,2021,Georgia,Baker County,13,7,0.0,0.0
Primary and secondary syphilis,2021,Georgia,Baldwin County,13,9,29.7,"15.5–1,130.7"
Primary and secondary syphilis,2021,Georgia,Banks County,13,11,0.0,0.0
Primary and secondary syphilis,2021,Georgia,Barrow County,13,13,8.1,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Bartow County,13,15,10.8,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Ben Hill County,13,17,11.7,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Berrien County,13,19,5.5,0.1–6.5
Primary and secondary syphilis,2021,Georgia,Bibb County,13,21,21.1,"15.5–1,130.7"
Primary and secondary syphilis,2021,Georgia,Bleckley County,13,23,0.0,0.0
Primary and secondary syphilis,2021,Georgia,Brantley County,13,25,5.5,0.1–6.5
Primary and secondary syphilis,2021,Georgia,Brooks County,13,27,24.6,"15.5–1,130.7"
Primary and secondary syphilis,2021,Georgia,Bryan County,13,29,6.4,0.1–6.5
Primary and secondary syphilis,2021,Georgia,Bulloch County,13,31,21.8,"15.5–1,130.7"
Primary and secondary syphilis,2021,Georgia,Burke County,13,33,41.1,"15.5–1,130.7"
Primary and secondary syphilis,2021,Georgia,Butts County,13,35,11.6,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Calhoun County,13,37,18.2,"15.5–1,130.7"
Primary and secondary syphilis,2021,Georgia,Camden County,13,39,7.2,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Candler County,13,43,9.1,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Carroll County,13,45,16.4,"15.5–1,130.7"
Primary and secondary syphilis,2021,Georgia,Catoosa County,13,47,0.0,0.0
Primary and secondary syphilis,2021,Georgia,Charlton County,13,49,7.8,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Chatham County,13,51,19.6,"15.5–1,130.7"
Primary and secondary syphilis,2021,Georgia,Chattahoochee County,13,53,0.0,0.0
Primary and secondary syphilis,2021,Georgia,Chattooga County,13,55,0.0,0.0
Primary and secondary syphilis,2021,Georgia,Cherokee County,13,57,5.5,0.1–6.5
Primary and secondary syphilis,2021,Georgia,Clarke County,13,59,17.9,"15.5–1,130.7"
Primary and secondary syphilis,2021,Georgia,Clay County,13,61,0.0,0.0
Primary and secondary syphilis,2021,Georgia,Clayton County,13,63,24.2,"15.5–1,130.7"
Primary and secondary syphilis,2021,Georgia,Clinch County,13,65,0.0,0.0
Primary and secondary syphilis,2021,Georgia,Cobb County,13,67,10.3,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Coffee County,13,69,13.8,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Colquitt County,13,71,8.7,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Columbia County,13,73,9.4,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Cook County,13,75,23.2,"15.5–1,130.7"
Primary and secondary syphilis,2021,Georgia,Coweta County,13,77,9.3,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Crawford County,13,79,16.5,"15.5–1,130.7"
Primary and secondary syphilis,2021,Georgia,Crisp County,13,81,35.2,"15.5–1,130.7"
Primary and secondary syphilis,2021,Georgia,Dade County,13,83,12.3,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Dawson County,13,85,3.5,0.1–6.5
Primary and secondary syphilis,2021,Georgia,Decatur County,13,87,6.9,6.6–15.4
Primary and secondary syphilis,2021,Georgia,DeKalb County,13,89,35.4,"15.5–1,130.7"
Primary and secondary syphilis,2021,Georgia,Dodge County,13,91,10.1,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Dooly County,13,93,0.0,0.0
Primary and secondary syphilis,2021,Georgia,Dougherty County,13,95,29.5,"15.5–1,130.7"
Primary and secondary syphilis,2021,Georgia,Douglas County,13,97,15.1,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Early County,13,99,28.3,"15.5–1,130.7"
Primary and secondary syphilis,2021,Georgia,Echols County,13,101,27.0,"15.5–1,130.7"
Primary and secondary syphilis,2021,Georgia,Effingham County,13,103,7.5,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Elbert County,13,105,15.3,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Emanuel County,13,107,8.8,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Evans County,13,109,0.0,0.0
Primary and secondary syphilis,2021,Georgia,Fannin County,13,111,0.0,0.0
Primary and secondary syphilis,2021,Georgia,Fayette County,13,113,5.8,0.1–6.5
Primary and secondary syphilis,2021,Georgia,Floyd County,13,115,14.2,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Forsyth County,13,117,1.9,0.1–6.5
Primary and secondary syphilis,2021,Georgia,Franklin County,13,119,0.0,0.0
Primary and secondary syphilis,2021,Georgia,Fulton County,13,121,40.9,"15.5–1,130.7"
Primary and secondary syphilis,2021,Georgia,Gilmer County,13,123,0.0,0.0
Primary and secondary syphilis,2021,Georgia,Glascock County,13,125,0.0,0.0
Primary and secondary syphilis,2021,Georgia,Glynn County,13,127,11.8,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Gordon County,13,129,5.2,0.1–6.5
Primary and secondary syphilis,2021,Georgia,Grady County,13,131,7.7,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Greene County,13,133,15.4,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Gwinnett County,13,135,11.0,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Habersham County,13,137,2.1,0.1–6.5
Primary and secondary syphilis,2021,Georgia,Hall County,13,139,3.9,0.1–6.5
Primary and secondary syphilis,2021,Georgia,Hancock County,13,141,46.3,"15.5–1,130.7"
Primary and secondary syphilis,2021,Georgia,Haralson County,13,143,16.4,"15.5–1,130.7"
Primary and secondary syphilis,2021,Georgia,Harris County,13,145,2.8,0.1–6.5
Primary and secondary syphilis,2021,Georgia,Hart County,13,147,0.0,0.0
Primary and secondary syphilis,2021,Georgia,Heard County,13,149,0.0,0.0
Primary and secondary syphilis,2021,Georgia,Henry County,13,151,7.3,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Houston County,13,153,23.4,"15.5–1,130.7"
Primary and secondary syphilis,2021,Georgia,Irwin County,13,155,10.4,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Jackson County,13,157,2.5,0.1–6.5
Primary and secondary syphilis,2021,Georgia,Jasper County,13,159,0.0,0.0
Primary and secondary syphilis,2021,Georgia,Jeff Davis County,13,161,6.7,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Jefferson County,13,163,19.3,"15.5–1,130.7"
Primary and secondary syphilis,2021,Georgia,Jenkins County,13,165,23.2,"15.5–1,130.7"
Primary and secondary syphilis,2021,Georgia,Johnson County,13,167,0.0,0.0
Primary and secondary syphilis,2021,Georgia,Jones County,13,169,17.6,"15.5–1,130.7"
Primary and secondary syphilis,2021,Georgia,Lamar County,13,171,10.5,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Lanier County,13,173,0.0,0.0
Primary and secondary syphilis,2021,Georgia,Laurens County,13,175,8.1,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Lee County,13,177,6.0,0.1–6.5
Primary and secondary syphilis,2021,Georgia,Liberty County,13,179,25.9,"15.5–1,130.7"
Primary and secondary syphilis,2021,Georgia,Lincoln County,13,181,25.8,"15.5–1,130.7"
Primary and secondary syphilis,2021,Georgia,Long County,13,183,17.5,"15.5–1,130.7"
Primary and secondary syphilis,2021,Georgia,Lowndes County,13,185,26.0,"15.5–1,130.7"
Primary and secondary syphilis,2021,Georgia,Lumpkin County,13,187,5.8,0.1–6.5
Primary and secondary syphilis,2021,Georgia,McDuffie County,13,189,32.4,"15.5–1,130.7"
Primary and secondary syphilis,2021,Georgia,McIntosh County,13,191,0.0,0.0
Primary and secondary syphilis,2021,Georgia,Macon County,13,193,8.3,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Madison County,13,195,3.2,0.1–6.5
Primary and secondary syphilis,2021,Georgia,Marion County,13,197,0.0,0.0
Primary and secondary syphilis,2021,Georgia,Meriwether County,13,199,9.6,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Miller County,13,201,0.0,0.0
Primary and secondary syphilis,2021,Georgia,Mitchell County,13,205,9.3,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Monroe County,13,207,10.4,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Montgomery County,13,209,11.6,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Morgan County,13,211,0.0,0.0
Primary and secondary syphilis,2021,Georgia,Murray County,13,213,0.0,0.0
Primary and secondary syphilis,2021,Georgia,Muscogee County,13,215,36.5,"15.5–1,130.7"
Primary and secondary syphilis,2021,Georgia,Newton County,13,217,6.1,0.1–6.5
Primary and secondary syphilis,2021,Georgia,Oconee County,13,219,2.3,0.1–6.5
Primary and secondary syphilis,2021,Georgia,Oglethorpe County,13,221,6.6,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Paulding County,13,223,6.3,0.1–6.5
Primary and secondary syphilis,2021,Georgia,Peach County,13,225,14.1,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Pickens County,13,227,2.9,0.1–6.5
Primary and secondary syphilis,2021,Georgia,Pierce County,13,229,5.0,0.1–6.5
Primary and secondary syphilis,2021,Georgia,Pike County,13,231,5.1,0.1–6.5
Primary and secondary syphilis,2021,Georgia,Polk County,13,233,11.5,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Pulaski County,13,235,20.2,"15.5–1,130.7"
Primary and secondary syphilis,2021,Georgia,Putnam County,13,237,0.0,0.0
Primary and secondary syphilis,2021,Georgia,Quitman County,13,239,0.0,0.0
Primary and secondary syphilis,2021,Georgia,Rabun County,13,241,0.0,0.0
Primary and secondary syphilis,2021,Georgia,Randolph County,13,243,0.0,0.0
Primary and secondary syphilis,2021,Georgia,Richmond County,13,245,67.6,"15.5–1,130.7"
Primary and secondary syphilis,2021,Georgia,Rockdale County,13,247,23.4,"15.5–1,130.7"
Primary and secondary syphilis,2021,Georgia,Schley County,13,249,0.0,0.0
Primary and secondary syphilis,2021,Georgia,Screven County,13,251,14.2,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Seminole County,13,253,0.0,0.0
Primary and secondary syphilis,2021,Georgia,Spalding County,13,255,13.3,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Stephens County,13,257,0.0,0.0
Primary and secondary syphilis,2021,Georgia,Stewart County,13,259,18.7,"15.5–1,130.7"
Primary and secondary syphilis,2021,Georgia,Sumter County,13,261,6.8,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Talbot County,13,263,17.4,"15.5–1,130.7"
Primary and secondary syphilis,2021,Georgia,Taliaferro County,13,265,0.0,0.0
Primary and secondary syphilis,2021,Georgia,Tattnall County,13,267,8.7,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Taylor County,13,269,0.0,0.0
Primary and secondary syphilis,2021,Georgia,Telfair County,13,271,8.1,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Terrell County,13,273,0.0,0.0
Primary and secondary syphilis,2021,Georgia,Thomas County,13,275,19.6,"15.5–1,130.7"
Primary and secondary syphilis,2021,Georgia,Tift County,13,277,17.0,"15.5–1,130.7"
Primary and secondary syphilis,2021,Georgia,Toombs County,13,279,7.4,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Towns County,13,281,0.0,0.0
Primary and secondary syphilis,2021,Georgia,Treutlen County,13,283,15.9,"15.5–1,130.7"
Primary and secondary syphilis,2021,Georgia,Troup County,13,285,17.2,"15.5–1,130.7"
Primary and secondary syphilis,2021,Georgia,Turner County,13,287,11.2,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Twiggs County,13,289,25.5,"15.5–1,130.7"
Primary and secondary syphilis,2021,Georgia,Union County,13,291,3.9,0.1–6.5
Primary and secondary syphilis,2021,Georgia,Upson County,13,293,7.2,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Walker County,13,295,5.8,0.1–6.5
Primary and secondary syphilis,2021,Georgia,Walton County,13,297,4.0,0.1–6.5
Primary and secondary syphilis,2021,Georgia,Ware County,13,299,13.9,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Warren County,13,301,38.2,"15.5–1,130.7"
Primary and secondary syphilis,2021,Georgia,Washington County,13,303,15.2,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Wayne County,13,305,0.0,0.0
Primary and secondary syphilis,2021,Georgia,Webster County,13,307,0.0,0.0
Primary and secondary syphilis,2021,Georgia,Wheeler County,13,309,0.0,0.0
Primary and secondary syphilis,2021,Georgia,White County,13,311,3.5,0.1–6.5
Primary and secondary syphilis,2021,Georgia,Whitfield County,13,313,6.8,6.6–15.4
Primary and secondary syphilis,2021,Georgia,Wilcox County,13,315,0.0,0.0
